Source,Target,Weight,Type
ВТ_Магия госпожи Метелицы,ТС_Дедушка на выданье,1,undirected
ВТ_Магия госпожи Метелицы,ТС_Толстушка под прикрытием,16,undirected
ВТ_Микстура от косоглазия,ВТ_Концерт для колобка с оркестром,11,undirected
ВТ_Микстура от косоглазия,ВТ_Скелет из пробирки,21,undirected
ВТ_Микстура от косоглазия,ВТ_Филе из Золотого Петушка,6,undirected
ВТ_Микстура от косоглазия,ДВ_Жаба с кошельком,4,undirected
ВТ_Микстура от косоглазия,ЕР_Камасутра для Микки-Мауса,10,undirected
ВТ_Микстура от косоглазия,ЕР_Но-шпа на троих,27,undirected
ВТ_Микстура от косоглазия,ИП_Инстинкт Бабы-Яги,2,undirected
ВТ_Милашка на вираже,ВТ_Бинокль для всевидящего ока,12,undirected
ВТ_Милашка на вираже,ВТ_Вечный двигатель маразма,1,undirected
ВТ_Милашка на вираже,ВТ_Гимназия неблагородных девиц,8,undirected
ВТ_Милашка на вираже,ДВ_Аллергия на кота Базилио,12,undirected
ВТ_Милашка на вираже,ДВ_Кактус второй свежести,2,undirected
ВТ_Милашка на вираже,ДВ_Коза и семеро волчат,2,undirected
ВТ_Милашка на вираже,ДВ_Мокрое дело водяного,1,undirected
ВТ_Милашка на вираже,ДВ_Пиявка голубых кровей,1,undirected
ВТ_Милашка на вираже,ЕР_Гиблое место в ипотеку,4,undirected
ВТ_Милашка на вираже,ЕР_Леди Несовершенство,1,undirected
ВТ_Милашка на вираже,ЕР_Пятизвездочный теремок,9,undirected
ВТ_Милашка на вираже,ТС_Золотая середина ослика Иа,4,undirected
ВТ_Милашка на вираже,ТС_Мохнатая лапа Герасима,2,undirected
ВТ_Милашка на вираже,ТС_Чёрная жемчужина раздора,2,undirected
ВТ_Монстры из хорошей семьи,ВТ_Билет на ковер-вертолет,2,undirected
ВТ_Монстры из хорошей семьи,ВТ_Зимнее лето весны,13,undirected
ВТ_Монстры из хорошей семьи,ВТ_Каникулы в Простофилино,44,undirected
ВТ_Монстры из хорошей семьи,ВТ_Муха в самолете,1,undirected
ВТ_Монстры из хорошей семьи,ДВ_Досье на Крошку Че,11,undirected
ВТ_Монстры из хорошей семьи,ДВ_Лягушка Баскервилей,8,undirected
ВТ_Монстры из хорошей семьи,ДВ_Небо в рублях,9,undirected
ВТ_Монстры из хорошей семьи,ДВ_Ромео с большой дороги,9,undirected
ВТ_Монстры из хорошей семьи,ЕР_Бутик ежовых рукавиц,10,undirected
ВТ_Монстры из хорошей семьи,ЕР_Золушка в шоколаде,2,undirected
ВТ_Монстры из хорошей семьи,ЕР_Любовь-морковь и третий лишний,6,undirected
ВТ_Монстры из хорошей семьи,ЕР_Фигура легкого эпатажа,4,undirected
ВТ_Муму с аквалангом,ВТ_Стриптиз Жар-птицы,20,undirected
ВТ_Муму с аквалангом,ДВ_Метро до Африки,1,undirected
ВТ_Муму с аквалангом,ДВ_Темное прошлое Конька-Горбунка (сборник),2,undirected
ВТ_Муму с аквалангом,ДВ_Третий глаз — алмаз,4,undirected
ВТ_Муму с аквалангом,ДВ_Фейсконтроль на главную роль,17,undirected
ВТ_Муму с аквалангом,ЕР_Император деревни Гадюкино,3,undirected
ВТ_Муму с аквалангом,ЕР_Фэн-шуй без тормозов,5,undirected
ВТ_Муму с аквалангом,ТС_Диета для трех поросят,2,undirected
ВТ_Муму с аквалангом,ТС_Инь, янь и всякая дрянь,10,undirected
ВТ_Муха в самолете,ВТ_Билет на ковер-вертолет,3,undirected
ВТ_Муха в самолете,ВТ_Любимые забавы папы Карло,3,undirected
ВТ_Муха в самолете,ВТ_Монстры из хорошей семьи,1,undirected
ВТ_Муха в самолете,ДВ_Лягушка Баскервилей,2,undirected
ВТ_Муха в самолете,ДВ_Стилист для снежного человека,1,undirected
ВТ_Муха в самолете,ДВ_Экстрим на сером волке,18,undirected
ВТ_Муха в самолете,ЕР_Лампа разыскивает Алладина,13,undirected
ВТ_Муха в самолете,ЕР_Любовь-морковь и третий лишний,17,undirected
ВТ_Муха в самолете,ЕР_Но-шпа на троих,1,undirected
ВТ_Муха в самолете,ЕР_Принцесса на Кириешках,1,undirected
ВТ_Муха в самолете,ИП_Две невесты на одно место,4,undirected
ВТ_Неудачная карьера мегеры,ВТ_Бинокль для всевидящего ока,15,undirected
ВТ_Неудачная карьера мегеры,ВТ_Блеск и нищета инстаграма,3,undirected
ВТ_Неудачная карьера мегеры,ДВ_Кактус второй свежести,11,undirected
