автор,название,серия,год,папка,имя_файла,conllu_cache,Number of Sentences,Number of Words,Number of Clauses,Mean Sentence Length,Mean Clause Length,Mean Number of Clauses per Sentence,Mean Tree Depth,Median Tree Depth,Minimum Tree Depth,Maximum Tree Depth,Mean Dependency Distance,Node-to-Terminal-Node Ratio,Average Levenshtein Distance between POS,Average Levenshtein Distance between deprel,Average NP Length,Complex NP Ratio,Number of Combined Clauses,Number of Coordinate Clauses,Number of Subordinate Clauses,Coordinate to Combined Clause Ratio,Subordinate to Combined Clause Ratio,Coordinate to Subordinate Clause Ratio,Coordinate Clause to Sentence Ratio,Subordinate Clause to Sentence Ratio,root_ratio,acl_ratio,acl:relcl_ratio,advcl_ratio,advcl:relcl_ratio,ccomp_ratio,csubj_ratio,csubj:outer_ratio,nsubj:outer_ratio,parataxis_ratio,xcomp_ratio,conj_ratio,__compute_seconds__
Дарья Донцова,Мачо чужой мечты,Иван Подушкин,2006,podushkin,ИП_Мачо чужой мечты.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Мачо чужой мечты.txt.russian-syntagrus-ud-2.12-230717.conllu,3996,36887,9850,9.23,3.74,2.46,3.87,4.0,2,12,2.73,1.8,10.66,11.11,1.64,0.42,5854,3913,1941,0.67,0.33,2.02,0.98,0.49,0.40568527918781727,0.026903553299492386,0.010050761421319797,0.04446700507614213,0.0,0.023857868020304568,0.027715736040609135,0.0,0.0,0.17208121827411169,0.06406091370558376,0.2251776649746193,3.87
Дарья Донцова,Надувная женщина для Казановы,Иван Подушкин,2004,podushkin,ИП_Надувная женщина для Казановы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Надувная женщина для Казановы.txt.russian-syntagrus-ud-2.12-230717.conllu,4078,36782,9742,9.02,3.78,2.39,3.86,4.0,2,12,2.76,1.79,10.2,10.79,1.62,0.43,5664,3530,2134,0.62,0.38,1.65,0.87,0.52,0.4185998768220078,0.03161568466433997,0.011804557585711353,0.05768835967973722,0.0,0.02997331143502361,0.02607267501539725,0.0,0.0,0.1834325600492712,0.0618969410798604,0.1789160336686512,3.63
Дарья Донцова,Особа королевских ролей,Иван Подушкин,2019,podushkin,ИП_Особа королевских ролей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Особа королевских ролей.txt.russian-syntagrus-ud-2.12-230717.conllu,4288,36863,9767,8.6,3.77,2.28,3.83,4.0,2,12,2.64,1.82,9.18,9.16,1.62,0.41,5479,3533,1946,0.64,0.36,1.82,0.82,0.45,0.4390293846626395,0.01003378724275622,0.027644107709634484,0.03890652196170779,0.0,0.03245623016279308,0.022831985256475888,0.0,0.0,0.1665813453465752,0.06736971434422033,0.1951469233131975,3.76
Дарья Донцова,Пикник на острове сокровищ,Иван Подушкин,2006,podushkin,ИП_Пикник на острове сокровищ.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Пикник на острове сокровищ.txt.russian-syntagrus-ud-2.12-230717.conllu,3943,36843,9799,9.34,3.76,2.49,3.87,4.0,2,13,2.82,1.78,9.85,10.73,1.63,0.42,5856,3905,1951,0.67,0.33,2.0,0.99,0.49,0.40228594754566793,0.022247168078375346,0.014797428309011124,0.05255638330441882,0.0,0.023777936524135117,0.023267680375548525,0.0,0.0,0.18930503112562505,0.062557403816716,0.20920502092050208,3.95
Дарья Донцова,Продюсер козьей морды,Иван Подушкин,2008,podushkin,ИП_Продюсер козьей морды.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Продюсер козьей морды.txt.russian-syntagrus-ud-2.12-230717.conllu,4267,36870,9738,8.64,3.79,2.28,3.75,3.0,2,11,2.71,1.8,9.79,9.46,1.61,0.41,5471,3790,1681,0.69,0.31,2.25,0.89,0.39,0.4381803245019511,0.02146231258985418,0.012220168412405011,0.03676319572807558,0.0,0.02813719449578969,0.020230026699527625,0.0,0.0,0.1834052166769357,0.053809817210926265,0.20579174368453482,3.66
Дарья Донцова,Рыбка по имени Зайка,Иван Подушкин,2004,podushkin,ИП_Рыбка по имени Зайка.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Рыбка по имени Зайка.txt.russian-syntagrus-ud-2.12-230717.conllu,4373,36829,10077,8.42,3.65,2.3,3.77,3.0,2,12,2.7,1.81,9.59,9.76,1.63,0.43,5704,3664,2040,0.64,0.36,1.8,0.84,0.47,0.43395851940061525,0.02947305745757666,0.010717475439118785,0.050114121266249874,0.0,0.022824253249975193,0.02480897092388608,0.0,0.0,0.1740597400019847,0.0645033244021038,0.18954053785848962,4.09
Дарья Донцова,Сафари на черепашку,Иван Подушкин,2005,podushkin,ИП_Сафари на черепашку.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Сафари на черепашку.txt.russian-syntagrus-ud-2.12-230717.conllu,3697,36846,9812,9.97,3.76,2.65,3.96,4.0,2,12,2.93,1.79,12.41,10.74,1.63,0.43,6115,4028,2087,0.66,0.34,1.93,1.09,0.56,0.37678353037097434,0.029351814105177332,0.012433754586220954,0.05646147574398695,0.0,0.025173257236037506,0.026090501426824297,0.0,0.0,0.17631471667346107,0.0631879331430901,0.23420301671422747,3.78
Дарья Донцова,Смех и грех Ивана-царевича,Иван Подушкин,2013,podushkin,ИП_Смех и грех Ивана-царевича.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Смех и грех Ивана-царевича.txt.russian-syntagrus-ud-2.12-230717.conllu,3499,36864,9305,10.54,3.96,2.66,4.18,4.0,2,12,2.78,1.81,11.63,11.6,1.66,0.44,5806,3624,2182,0.62,0.38,1.66,1.04,0.62,0.3759269210102096,0.02525523911875336,0.02278344975819452,0.051047823750671684,0.0,0.03890381515314347,0.026437399247716282,0.0,0.0,0.18839333691563676,0.07017732401934444,0.20107469102632994,3.91
Дарья Донцова,Судьба найдет на сеновале,Иван Подушкин,2014,podushkin,ИП_Судьба найдет на сеновале.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Судьба найдет на сеновале.txt.russian-syntagrus-ud-2.12-230717.conllu,3650,36849,9302,10.1,3.96,2.55,4.1,4.0,2,12,2.78,1.82,10.42,11.6,1.67,0.45,5652,3498,2154,0.62,0.38,1.62,0.96,0.59,0.3923887336056762,0.023113308965813803,0.021070737475811653,0.05203182111373898,0.0,0.036551279294775314,0.031068587400559018,0.0,0.0,0.16286820038701355,0.06772737045796604,0.21317996129864544,3.71
Дарья Донцова,Тайная связь его величества,Иван Подушкин,2014,podushkin,ИП_Тайная связь его величества.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Тайная связь его величества.txt.russian-syntagrus-ud-2.12-230717.conllu,3879,36804,9557,9.49,3.85,2.46,3.95,4.0,2,14,2.76,1.8,10.71,11.09,1.67,0.45,5678,3597,2081,0.63,0.37,1.73,0.93,0.54,0.4058805064350738,0.02584493041749503,0.0181019148268285,0.04677199958145862,0.0,0.03348331066234174,0.028251543371350843,0.0,0.0,0.1732761326776185,0.0652924557915664,0.20309720623626662,3.63
Дарья Донцова,Тушканчик в бигудях,Иван Подушкин,2004,podushkin,ИП_Тушканчик в бигудях.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Тушканчик в бигудях.txt.russian-syntagrus-ud-2.12-230717.conllu,4057,36810,9893,9.07,3.72,2.44,3.83,4.0,2,12,2.8,1.78,11.38,10.01,1.61,0.42,5836,3762,2074,0.64,0.36,1.81,0.93,0.51,0.4100879409683615,0.02385525118770848,0.013342767613464066,0.05498837561912463,0.0,0.029819063984635602,0.024360659051854847,0.0,0.0,0.1728494895380572,0.06327706459112503,0.20741938744566865,3.71
Дарья Донцова,Чучело от первого брака,Иван Подушкин,2021,podushkin,ИП_Чучело от первого брака.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Чучело от первого брака.txt.russian-syntagrus-ud-2.12-230717.conllu,3999,36809,9483,9.2,3.88,2.37,3.95,4.0,2,12,2.67,1.81,9.13,10.03,1.64,0.42,5484,3400,2084,0.62,0.38,1.63,0.85,0.52,0.42170199304017714,0.01339238637561953,0.029631973004323527,0.03912264051460508,0.0,0.04523884846567542,0.024464831804281346,0.0,0.0,0.15037435410735,0.06791099862912581,0.20816197405884213,3.85
Дарья Донцова,Яблоко Монте-Кристо,Иван Подушкин,2006,podushkin,ИП_Яблоко Монте-Кристо.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\podushkin__ИП_Яблоко Монте-Кристо.txt.russian-syntagrus-ud-2.12-230717.conllu,3925,36808,9928,9.38,3.71,2.53,3.91,4.0,2,13,2.79,1.8,11.16,11.25,1.61,0.42,6003,3942,2061,0.66,0.34,1.91,1.0,0.53,0.3953464947622885,0.029210314262691377,0.014302981466559226,0.05549959709911362,0.0,0.023972602739726026,0.024174053182917002,0.0,0.0,0.18372280419016923,0.060435132957292505,0.21333601933924254,3.96
Дарья Донцова,Аукцион волшебного хлама,Степанида Козлова,2023,kozlova,СК_Аукцион волшебного хлама.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Аукцион волшебного хлама.txt.russian-syntagrus-ud-2.12-230717.conllu,4626,36825,10163,7.96,3.62,2.2,3.74,3.0,2,11,2.59,1.82,8.61,9.24,1.61,0.42,5537,3495,2042,0.63,0.37,1.71,0.76,0.44,0.45518055692216863,0.010331595001475942,0.026173374003739053,0.0364065728623438,0.0,0.03748893043392699,0.024008658860572664,0.0,0.0,0.1594017514513431,0.06651579258093082,0.18449276788349897,3.49
Дарья Донцова,Бизнес-план трех богатырей,Степанида Козлова,2016,kozlova,СК_Бизнес-план трех богатырей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Бизнес-план трех богатырей.txt.russian-syntagrus-ud-2.12-230717.conllu,4062,36795,9527,9.06,3.86,2.35,3.85,4.0,2,13,2.78,1.81,10.4,10.53,1.64,0.42,5465,3527,1938,0.65,0.35,1.82,0.87,0.48,0.4263671669990553,0.021412826703054475,0.018998635457121864,0.04513487981526189,0.0,0.032119240054581714,0.026031279521360345,0.0,0.0,0.1545082397396872,0.05972499212763724,0.21570273958223996,3.78
Дарья Донцова,Вредная волшебная палочка,Степанида Козлова,2019,kozlova,СК_Вредная волшебная палочка.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Вредная волшебная палочка.txt.russian-syntagrus-ud-2.12-230717.conllu,4244,36825,9423,8.68,3.91,2.22,3.79,4.0,2,12,2.71,1.8,9.54,8.97,1.63,0.42,5179,3285,1894,0.63,0.37,1.73,0.77,0.45,0.45038735010081715,0.014963387456224133,0.02759206197601613,0.041388092964024195,0.0,0.034277830839435426,0.022498142841982382,0.0,0.0,0.14878488803990236,0.06027804308606601,0.1998302026955322,3.71
Дарья Донцова,Голое платье звезды,Степанида Козлова,2017,kozlova,СК_Голое платье звезды.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Голое платье звезды.txt.russian-syntagrus-ud-2.12-230717.conllu,4099,36785,9370,8.97,3.93,2.29,3.9,4.0,2,11,2.75,1.8,9.26,10.6,1.66,0.43,5271,3226,2045,0.61,0.39,1.58,0.79,0.5,0.4374599786552828,0.020490928495197437,0.027961579509071504,0.045464247598719316,0.0,0.03628601921024546,0.027214514407684097,0.0,0.0,0.1673425827107791,0.060832443970117396,0.1769477054429029,3.94
Дарья Донцова,Дворец со съехавшей крышей,Степанида Козлова,2012,kozlova,СК_Дворец со съехавшей крышей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Дворец со съехавшей крышей.txt.russian-syntagrus-ud-2.12-230717.conllu,4142,36816,9657,8.89,3.81,2.33,3.87,4.0,2,12,2.66,1.81,9.57,9.47,1.64,0.42,5515,3416,2099,0.62,0.38,1.63,0.82,0.51,0.42891167029098065,0.02412757585171378,0.021331676504090298,0.04576990783887336,0.0,0.03168685927306617,0.029098063580822203,0.0,0.0,0.1673397535466501,0.06534120327223776,0.1863932898415657,4.7
Дарья Донцова,Дед Яга и его дети,Степанида Козлова,2022,kozlova,СК_Дед Яга и его дети.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Дед Яга и его дети.txt.russian-syntagrus-ud-2.12-230717.conllu,4315,36852,10111,8.54,3.64,2.34,3.86,4.0,2,15,2.68,1.84,8.5,10.14,1.63,0.43,5796,3654,2142,0.63,0.37,1.71,0.85,0.5,0.4267629314607853,0.011769360102858274,0.028681633864108397,0.044703787953713776,0.0,0.03402235189397686,0.028582731678370093,0.0,0.0,0.15666106220947482,0.06408861635842152,0.20472752447829096,3.75
Дарья Донцова,Дресс-код летучей мыши,Степанида Козлова,2021,kozlova,СК_Дресс-код летучей мыши.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Дресс-код летучей мыши.txt.russian-syntagrus-ud-2.12-230717.conllu,4304,36784,9712,8.55,3.79,2.26,3.84,4.0,2,12,2.64,1.81,8.92,9.3,1.61,0.41,5408,3485,1923,0.64,0.36,1.81,0.81,0.45,0.443163097199341,0.012664744645799012,0.028212520593080725,0.038920922570016475,0.0,0.03758237232289951,0.022549423393739703,0.0,0.0,0.167833607907743,0.058072487644151564,0.191000823723229,4.23
Дарья Донцова,Женихи воскресают по пятницам,Степанида Козлова,2012,kozlova,СК_Женихи воскресают по пятницам.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Женихи воскресают по пятницам.txt.russian-syntagrus-ud-2.12-230717.conllu,3681,36795,9198,10.0,4.0,2.5,4.05,4.0,2,13,2.73,1.8,11.24,10.87,1.68,0.44,5517,3440,2077,0.62,0.38,1.66,0.93,0.56,0.40019569471624267,0.027071102413568165,0.023265927375516415,0.050771906936290495,0.0,0.03381169819525984,0.030006523157208087,0.0,0.0,0.1797129810828441,0.060882800608828,0.19428136551424222,4.25
Дарья Донцова,Живая вода мертвой царевны,Степанида Козлова,2011,kozlova,СК_Живая вода мертвой царевны.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Живая вода мертвой царевны.txt.russian-syntagrus-ud-2.12-230717.conllu,3817,36790,9557,9.64,3.85,2.5,3.93,4.0,2,12,2.84,1.8,10.8,10.75,1.63,0.42,5740,3733,2007,0.65,0.35,1.86,0.98,0.53,0.39939311499424507,0.019566809668305953,0.01569530187297269,0.05001569530187297,0.0,0.035262111541278646,0.027833001988071572,0.0,0.0,0.16208015067489798,0.061630218687872766,0.22852359527048238,4.35
Дарья Донцова,Клеопатра с парашютом,Степанида Козлова,2012,kozlova,СК_Клеопатра с парашютом.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Клеопатра с парашютом.txt.russian-syntagrus-ud-2.12-230717.conllu,3867,36802,9239,9.52,3.98,2.39,3.99,4.0,2,12,2.7,1.82,10.31,10.99,1.7,0.46,5372,3316,2056,0.62,0.38,1.61,0.86,0.53,0.41855179131940684,0.030522783851066132,0.021647364433380237,0.052603095573113975,0.0,0.029007468340729516,0.03030631020673233,0.0,0.0,0.15910812858534473,0.05844788397012664,0.19980517372009957,4.16
Дарья Донцова,Княжна с тараканами,Степанида Козлова,2013,kozlova,СК_Княжна с тараканами.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Княжна с тараканами.txt.russian-syntagrus-ud-2.12-230717.conllu,3819,36761,9147,9.63,4.02,2.4,4.0,4.0,2,12,2.73,1.8,10.43,11.5,1.7,0.46,5328,3280,2048,0.62,0.38,1.6,0.86,0.54,0.4175139389963923,0.02897124740352028,0.02394227615611676,0.05269487263583689,0.0,0.034546845960424184,0.022849021537115995,0.0,0.0,0.16234831092161364,0.06089428227834263,0.19623920411063736,4.73
Дарья Донцова,Лунатик исчезает в полночь,Степанида Козлова,2014,kozlova,СК_Лунатик исчезает в полночь.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Лунатик исчезает в полночь.txt.russian-syntagrus-ud-2.12-230717.conllu,4086,36824,9506,9.01,3.87,2.33,3.9,4.0,2,11,2.65,1.82,10.55,10.28,1.67,0.45,5420,3379,2041,0.62,0.38,1.66,0.83,0.5,0.4298337891857774,0.02030296654744372,0.019882179675994108,0.051230801598990114,0.0,0.032716179255207235,0.028718703976435934,0.0,0.0,0.15979381443298968,0.061855670103092786,0.19566589522406902,4.5
Дарья Донцова,Мачеха в хрустальных галошах,Степанида Козлова,2015,kozlova,СК_Мачеха в хрустальных галошах.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Мачеха в хрустальных галошах.txt.russian-syntagrus-ud-2.12-230717.conllu,4222,36803,9881,8.72,3.72,2.34,3.83,4.0,2,13,2.7,1.82,9.29,10.52,1.63,0.42,5659,3589,2070,0.63,0.37,1.73,0.85,0.49,0.4272846877846372,0.020443274972168808,0.02094929662989576,0.04625037951624329,0.0,0.03319502074688797,0.025503491549438317,0.0,0.0,0.16810039469689303,0.06315150288432345,0.1951219512195122,3.79
Дарья Донцова,Обида Крошечки-Хаврошечки,Степанида Козлова,2024,kozlova,СК_Обида Крошечки-Хаврошечки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Обида Крошечки-Хаврошечки.txt.russian-syntagrus-ud-2.12-230717.conllu,4636,36778,9729,7.93,3.78,2.1,3.75,3.0,2,14,2.58,1.83,9.26,9.51,1.65,0.43,5093,3193,1900,0.63,0.37,1.68,0.69,0.41,0.47641073080481033,0.012745400349470654,0.026004728132387706,0.038030630075033406,0.0,0.034227567067530065,0.024257374858669956,0.0,0.0,0.15099187994655155,0.060129509713228495,0.1772021790523178,3.46
Дарья Донцова,Презентация ящика Пандоры,Степанида Козлова,2018,kozlova,СК_Презентация ящика Пандоры.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Презентация ящика Пандоры.txt.russian-syntagrus-ud-2.12-230717.conllu,4563,36856,10004,8.08,3.68,2.19,3.68,3.0,2,13,2.69,1.81,8.36,10.04,1.59,0.4,5441,3568,1873,0.66,0.34,1.9,0.78,0.41,0.45611755297880846,0.010095961615353859,0.02888844462215114,0.036485405837664936,0.0,0.03288684526189524,0.022391043582566973,0.0,0.0,0.16633346661335466,0.05647740903638544,0.19032387045181928,3.57
Дарья Донцова,Развесистая клюква Голливуда,Степанида Козлова,2011,kozlova,СК_Развесистая клюква Голливуда.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Развесистая клюква Голливуда.txt.russian-syntagrus-ud-2.12-230717.conllu,4099,36767,9469,8.97,3.88,2.31,3.88,4.0,2,17,2.67,1.81,10.39,10.12,1.66,0.44,5370,3472,1898,0.65,0.35,1.83,0.85,0.46,0.4327806526560355,0.020699123455486322,0.024184179955644737,0.045411342274791426,0.0,0.02946456859224839,0.02714119759214278,0.0,0.0,0.18924912873587496,0.05364874854789312,0.17742105818988277,4.26
Дарья Донцова,Укротитель Медузы горгоны,Степанида Козлова,2013,kozlova,СК_Укротитель Медузы горгоны.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Укротитель Медузы горгоны.txt.russian-syntagrus-ud-2.12-230717.conllu,4051,36826,9582,9.09,3.84,2.37,3.9,4.0,2,13,2.68,1.8,10.7,10.75,1.63,0.42,5531,3429,2102,0.62,0.38,1.63,0.85,0.52,0.42277186391150073,0.026508035900647046,0.022333542058025464,0.045606345230640784,0.0,0.033604675433103734,0.025360050093926112,0.0,0.0,0.17261532039240243,0.065957002713421,0.1852431642663327,3.71
Дарья Донцова,Хип-хоп маленьких лебедей,Степанида Козлова,2020,kozlova,СК_Хип-хоп маленьких лебедей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Хип-хоп маленьких лебедей.txt.russian-syntagrus-ud-2.12-230717.conllu,4706,36840,10203,7.83,3.61,2.17,3.66,3.0,2,12,2.62,1.79,7.92,8.52,1.55,0.38,5497,3628,1869,0.66,0.34,1.94,0.77,0.4,0.46123689111045774,0.013721454474174263,0.02195432715867882,0.03704792708027051,0.0,0.03293149073801823,0.022934431049691267,0.0,0.0,0.18386748995393512,0.05459178672939331,0.17171420170538076,3.43
Дарья Донцова,Хищный аленький цветочек,Степанида Козлова,2014,kozlova,СК_Хищный аленький цветочек.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\kozlova__СК_Хищный аленький цветочек.txt.russian-syntagrus-ud-2.12-230717.conllu,4066,36805,9415,9.05,3.91,2.32,3.9,4.0,2,13,2.68,1.81,10.2,11.26,1.69,0.45,5349,3273,2076,0.61,0.39,1.58,0.8,0.51,0.4318640467339352,0.02612851832182687,0.02134891131173659,0.04726500265533723,0.0,0.03228890069038768,0.026872012745618692,0.0,0.0,0.16186935740839087,0.06659585767392459,0.18576739245884227,3.7
Дарья Донцова,Агент 013,Татьяна Сергеева,2010,sergeeva,ТС_Агент 013.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Агент 013.txt.russian-syntagrus-ud-2.12-230717.conllu,3913,36862,9737,9.42,3.79,2.49,3.91,4.0,1,12,2.77,1.81,10.43,9.68,1.62,0.42,5824,3993,1831,0.69,0.31,2.18,1.02,0.47,0.40186915887850466,0.018691588785046728,0.015815959741193385,0.03912909520386156,0.0,0.028448187326692,0.02577796035739961,0.0,0.0,0.18455376399301632,0.06018280784635925,0.22553147786792646,3.72
Дарья Донцова,Амур с гранатой,Татьяна Сергеева,2024,sergeeva,ТС_Амур с гранатой.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Амур с гранатой.txt.russian-syntagrus-ud-2.12-230717.conllu,4443,36802,9525,8.28,3.86,2.14,3.81,4.0,2,12,2.59,1.82,8.3,9.16,1.67,0.45,5082,3089,1993,0.61,0.39,1.55,0.7,0.45,0.4664566929133858,0.015013123359580053,0.029711286089238845,0.04136482939632546,0.0,0.03800524934383202,0.025826771653543308,0.0,0.0,0.1521259842519685,0.05931758530183727,0.1721784776902887,4.04
Дарья Донцова,Бабки царя Соломона,Татьяна Сергеева,2014,sergeeva,ТС_Бабки царя Соломона.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Бабки царя Соломона.txt.russian-syntagrus-ud-2.12-230717.conllu,3773,36808,9038,9.76,4.07,2.4,4.04,4.0,2,11,2.77,1.81,11.22,12.01,1.71,0.46,5265,3268,1997,0.62,0.38,1.64,0.87,0.53,0.41745961495906175,0.02710776720513388,0.020690418234122595,0.049568488603673376,0.0,0.03662314671387475,0.026554547466253596,0.0,0.0,0.164084974551892,0.06041159548572693,0.19749944678026113,3.65
Дарья Донцова,Бегемот под майонезом,Татьяна Сергеева,2022,sergeeva,ТС_Бегемот под майонезом.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Бегемот под майонезом.txt.russian-syntagrus-ud-2.12-230717.conllu,4432,36803,9643,8.3,3.82,2.18,3.75,4.0,2,15,2.65,1.82,9.17,9.77,1.62,0.42,5211,3332,1879,0.64,0.36,1.77,0.75,0.42,0.45960800580732136,0.014310899097791143,0.024266307165819765,0.0388883127657368,0.0,0.03681426941823084,0.022814476822565592,0.0,0.0,0.14777558850979985,0.057762107228041065,0.19776003318469357,3.67
Дарья Донцова,Бермудский треугольник черной вдовы,Татьяна Сергеева,2015,sergeeva,ТС_Бермудский треугольник черной вдовы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Бермудский треугольник черной вдовы.txt.russian-syntagrus-ud-2.12-230717.conllu,3710,36779,9245,9.91,3.98,2.49,4.02,4.0,2,15,2.81,1.81,11.8,11.25,1.65,0.44,5535,3667,1868,0.66,0.34,1.96,0.99,0.5,0.40129799891833423,0.02163331530557058,0.01795565170362358,0.042401297998918334,0.0,0.03623580313683072,0.021741481882098432,0.0,0.0,0.15327203893996755,0.06208761492698756,0.24337479718766902,3.89
Дарья Донцова,Бумеранг с автопилотом,Татьяна Сергеева,2025,sergeeva,ТС_Бумеранг с автопилотом.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Бумеранг с автопилотом.txt.russian-syntagrus-ud-2.12-230717.conllu,4192,36791,9524,8.78,3.86,2.27,3.86,4.0,2,13,2.68,1.81,8.9,9.66,1.64,0.43,5332,3350,1982,0.63,0.37,1.69,0.8,0.47,0.4401511969760605,0.015539689206215875,0.02593448131037379,0.04567408651826963,0.0,0.033284334313313735,0.0251994960100798,0.0,0.0,0.16096178076438472,0.0624737505249895,0.19078118437631247,3.73
Дарья Донцова,Версаль под хохлому,Татьяна Сергеева,2012,sergeeva,ТС_Версаль под хохлому.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Версаль под хохлому.txt.russian-syntagrus-ud-2.12-230717.conllu,3817,36830,9342,9.65,3.94,2.45,4.01,4.0,2,11,2.7,1.81,10.38,10.77,1.65,0.44,5525,3574,1951,0.65,0.35,1.83,0.94,0.51,0.4085848854634982,0.022157996146435453,0.016377649325626204,0.047313209162920145,0.0,0.03275529865125241,0.027403125669021623,0.0,0.0,0.17351744808392208,0.06283451081138942,0.20905587668593448,3.87
Дарья Донцова,Всем сестрам по мозгам,Татьяна Сергеева,2012,sergeeva,ТС_Всем сестрам по мозгам.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Всем сестрам по мозгам.txt.russian-syntagrus-ud-2.12-230717.conllu,3743,36834,9256,9.84,3.98,2.47,4.03,4.0,2,13,2.69,1.8,11.1,11.05,1.65,0.44,5513,3332,2181,0.6,0.4,1.53,0.89,0.58,0.40438634399308554,0.02949438202247191,0.021175453759723423,0.04710458081244598,0.0,0.03824546240276577,0.029818496110630942,0.0,0.0,0.15136127917026793,0.06979256698357822,0.20862143474503025,3.56
Дарья Донцова,Вулкан страстей наивной незабудки,Татьяна Сергеева,2016,sergeeva,ТС_Вулкан страстей наивной незабудки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Вулкан страстей наивной незабудки.txt.russian-syntagrus-ud-2.12-230717.conllu,4068,36813,9434,9.05,3.9,2.32,3.86,4.0,2,11,2.73,1.82,9.92,11.18,1.64,0.43,5366,3390,1976,0.63,0.37,1.72,0.83,0.49,0.4312062751748993,0.017065931736273056,0.01907992368030528,0.04441382234471062,0.0,0.04027983888064448,0.025015899936400254,0.0,0.0,0.15475938096247616,0.0635997456010176,0.20457918168327327,3.71
Дарья Донцова,Дед Снегур и Морозочка,Татьяна Сергеева,2009,sergeeva,ТС_Дед Снегур и Морозочка.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Дед Снегур и Морозочка.txt.russian-syntagrus-ud-2.12-230717.conllu,3755,36881,9611,9.82,3.84,2.56,3.99,4.0,2,10,2.79,1.82,10.52,10.94,1.62,0.43,5856,3902,1954,0.67,0.33,2.0,1.04,0.52,0.39069815836021227,0.023722817604827803,0.014774737280199771,0.04474040162314015,0.0,0.02674019352824888,0.026948288419519302,0.0,0.0,0.17063781084174384,0.06638227031526377,0.23535532202684425,4.12
Дарья Донцова,Дедушка на выданье,Татьяна Сергеева,2011,sergeeva,ТС_Дедушка на выданье.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\sergeeva__ТС_Дедушка на выданье.txt.russian-syntagrus-ud-2.12-230717.conllu,3917,36823,9445,9.4,3.9,2.41,3.94,4.0,2,14,2.7,1.81,10.92,10.62,1.65,0.43,5528,3544,1984,0.64,0.36,1.79,0.9,0.51,0.41471678136580203,0.018422445738485973,0.027633668607728958,0.04266807834833245,0.0,0.03388035997882478,0.024139756484912653,0.0,0.0,0.1610375860243515,0.0633139227104288,0.21418740074113288,4.37
